iter	Logloss
158	0.09290167309
159	0.09279873992
160	0.09268479312
161	0.0926278763
162	0.09254389185
163	0.09234895063
164	0.09234836678
165	0.09224521173
166	0.09215605037
167	0.09200803656
168	0.09182050166
169	0.09164206135
170	0.09158343784
171	0.09149615435
172	0.091398331
173	0.09135923752
174	0.09122891584
175	0.09092216815
176	0.09069871633
177	0.09061410419
178	0.09038226842
179	0.09033787299
180	0.09024843245
181	0.09004703509
182	0.08989741847
183	0.08982047277
184	0.08970840871
185	0.08960988706
186	0.08950057627
187	0.08932494248
188	0.08917564551
189	0.08905548181
190	0.08885138282
191	0.08871031658
192	0.08853259707
193	0.08841731315
194	0.0882012026
195	0.08810488885
196	0.0879867024
197	0.08789985846
198	0.08785122872
199	0.08772359451
200	0.08757665634
201	0.08751328121
202	0.08742780222
203	0.08738213704
204	0.08715996216
205	0.08700866333
206	0.08694358495
207	0.08685990069
208	0.08677550473
209	0.08673156776
210	0.0866307713
211	0.08653147664
212	0.08643451024
213	0.08633536551
214	0.08628739191
215	0.08619507968
216	0.08610033284
217	0.08601659375
218	0.08597413663
219	0.08578509761
220	0.08573966728
221	0.08563420256
222	0.08556786612
223	0.08552029119
224	0.0854569854
225	0.08540832379
226	0.08533463064
227	0.08516464078
228	0.08510398564
229	0.08505508298
230	0.08499504892
231	0.08495245241
232	0.08490608532
233	0.08484285092
234	0.08479155082
235	0.08472829987
236	0.08462700673
237	0.08454118861
238	0.08447744004
239	0.08445482301
240	0.08441449346
241	0.08439578278
242	0.08435115096
243	0.08414095585
244	0.08403279403
245	0.08391045239
246	0.08386210706
247	0.08371533927
248	0.08363199975
249	0.08356742982
250	0.08344290296
251	0.08336759492
252	0.08328977222
253	0.08316840846
254	0.08309448754
255	0.08304556866
256	0.08300491112
257	0.08268974525
258	0.08258510559
259	0.08239448435
260	0.08231754937
261	0.08224375801
262	0.08217031486
263	0.08207800807
264	0.08201124361
265	0.08197688554
266	0.08186333237
267	0.08181582798
268	0.08176439968
269	0.08157721947
270	0.08154238307
271	0.08151961962
272	0.08148110915
273	0.08143700266
274	0.08139855546
275	0.08121512984
276	0.08117057643
277	0.08114570431
278	0.0810937022
279	0.08100365992
280	0.08095460828
281	0.08092448475
282	0.08068058848
283	0.08062646085
284	0.08054791795
285	0.08050989971
286	0.08043884686
287	0.0803376476
288	0.08028066637
289	0.08021640001
290	0.08020292117
291	0.08019006811
292	0.08015054735
293	0.0801342499
294	0.08005203193
295	0.08002763624
296	0.07997244986
297	0.07988421723
298	0.07980189396
299	0.07978209972
300	0.07975231469
301	0.07969792824
302	0.07963771479
303	0.07952816287
304	0.07949475392
305	0.07942396211
306	0.07938037152
307	0.07926977011
308	0.07914583894
309	0.07911206104
310	0.07902894326
311	0.0790031473
312	0.07894898344
313	0.07894599406
314	0.07889634562
315	0.0786726235
316	0.07861897303
317	0.0785903838
318	0.07855678135
319	0.07849032779
320	0.07846508804
321	0.07836286154
322	0.0783370118
323	0.07828689973
324	0.07821684632
325	0.07817125951
326	0.07816787194
327	0.07810354418
328	0.0780806171
329	0.07800746345
330	0.07795636547
331	0.0779214005
332	0.07788322876
333	0.07783138694
334	0.0778296834
335	0.07779536183
336	0.077755264
337	0.07764125134
338	0.0776211451
339	0.07746378213
340	0.07742172778
341	0.0773046134
342	0.07724930869
343	0.07717954404
344	0.07710500712
345	0.07704877069
346	0.07698075392
347	0.0769519985
348	0.07693461273
349	0.07686053363
350	0.07682122002
351	0.07678017135
352	0.07674398097
353	0.07666575424
354	0.07665874025
355	0.07663904715
356	0.07661195763
357	0.07657565974
358	0.07652495694
359	0.07648073085
360	0.07644196142
361	0.07642452784
362	0.0763738388
363	0.07632555464
364	0.07630535097
365	0.07618302446
366	0.07616533807
367	0.07612088892
368	0.07605333996
369	0.07604541661
370	0.07593988676
371	0.07590944698
372	0.07588735144
373	0.07587473901
374	0.07584021168
375	0.07580521998
376	0.07578857778
377	0.07569275398
378	0.07564163277
379	0.07561091628
380	0.07553895739
381	0.07546560428
382	0.0753956971
383	0.07535165161
384	0.07531678339
385	0.07531002403
386	0.0752776287
387	0.07517905059
388	0.075151499
389	0.07511766353
390	0.07509301337
391	0.07502525278
392	0.07495681326
393	0.07492048435
394	0.07488269971
395	0.07485350939
396	0.07484843642
397	0.0748299371
398	0.07480127758
399	0.07474269843
400	0.07469961295
401	0.07466238816
402	0.07459549109
403	0.07457059435
404	0.07451812353
405	0.07449486492
406	0.07445795453
407	0.07442426607
408	0.07439443973
409	0.07433727402
410	0.07431403386
411	0.07430620422
412	0.07426252784
413	0.07421623895
414	0.07413798723
415	0.07409490897
416	0.07404002742
417	0.07400932422
418	0.07397725648
419	0.07395057345
420	0.0739363958
421	0.07385938474
422	0.07384673632
423	0.07381302495
424	0.07371550096
425	0.07368733406
426	0.07365157408
427	0.07359461049
428	0.07350698355
429	0.07346718564
430	0.07342592673
431	0.07337636752
432	0.07334797447
433	0.07329316767
434	0.07324057156
435	0.07320711336
436	0.07317940023
437	0.07313812567
438	0.07306082097
439	0.07301571401
440	0.0729975148
441	0.07292770355
442	0.07290992736
443	0.07287476553
444	0.07283480397
445	0.07280399074
446	0.07277822029
447	0.0727483488
448	0.07271906352
449	0.07260152585
450	0.07255957574
451	0.0725353312
452	0.07250768027
453	0.07247879419
454	0.07246758872
455	0.07242445092
456	0.07241346192
457	0.07238689578
458	0.07234041767
459	0.07229945469
460	0.07223074968
461	0.07218252021
462	0.07213729629
463	0.07208627715
464	0.07201474578
465	0.07198371062
466	0.07195262402
467	0.07193005768
468	0.07186801632
469	0.07185042382
470	0.07183589009
471	0.0717961433
472	0.07173611021
473	0.07172147794
474	0.07169062887
475	0.07165493079
476	0.0715770134
477	0.07154055251
478	0.07150529995
479	0.07148372657
480	0.07143334529
481	0.07139805441
482	0.07133341557
483	0.07130404595
484	0.07125957641
485	0.07122036084
486	0.07119658032
487	0.07114104212
488	0.0710991011
489	0.07107480052
490	0.07104215173
491	0.07099857969
492	0.07094882583
493	0.07093986976
494	0.07089140141
495	0.07087783451
496	0.07083615256
497	0.07080300403
498	0.07079724038
499	0.07076543143
500	0.07075598177
501	0.07074460734
502	0.0707222111
503	0.07067793926
504	0.07067422937
505	0.07064097696
506	0.07060280694
507	0.0705229481
508	0.07047353922
509	0.0704472548
510	0.07039572008
511	0.07036743404
512	0.07033192105
513	0.0703008254
514	0.07027895234
515	0.07025979995
516	0.07021379021
517	0.07020586309
518	0.07016479773
519	0.0701345906
520	0.07010108757
521	0.07009675757
522	0.07006160008
523	0.07005220693
524	0.0700233852
525	0.06997448709
526	0.06995402802
527	0.06988087548
528	0.06985416256
529	0.06982725056
530	0.06975262083
531	0.06965354071
532	0.06962262289
533	0.06959570154
534	0.06947748597
535	0.06945108128
536	0.06943525688
537	0.06939056792
538	0.06936319332
539	0.06932903518
540	0.06930057914
541	0.06924898549
542	0.06921581421
543	0.06920218216
544	0.06915607916
545	0.06913927061
546	0.06910691878
547	0.06906364293
548	0.06903529225
549	0.06899971383
550	0.06895798225
551	0.06891908398
552	0.06884556372
553	0.06882820344
554	0.0688073315
555	0.06877555119
556	0.0687238522
557	0.06870554084
558	0.06867505898
559	0.06865189866
560	0.06861168719
561	0.06857370985
562	0.06854841095
563	0.06851432898
564	0.0684987164
565	0.06848241375
566	0.06845311314
567	0.06838600544
568	0.06832113037
569	0.06829418781
570	0.06828420353
571	0.06820905264
572	0.06815060141
573	0.06812138194
574	0.06807676062
575	0.0680489022
576	0.06799100921
577	0.06795392296
578	0.0679279086
579	0.06790604598
580	0.06780425505
581	0.0677477474
582	0.06771869176
583	0.06768691198
584	0.06767273495
585	0.06766072783
586	0.06761771406
587	0.06757747039
588	0.06755973754
589	0.067531571
590	0.06750860654
591	0.06747389067
592	0.06746445896
593	0.06744280504
594	0.06742968298
595	0.06740772956
596	0.06739241622
597	0.06736201164
598	0.06732996836
599	0.06723958811
600	0.06722021512
601	0.06719208111
602	0.06715721
603	0.0671371393
604	0.06707672712
605	0.06705265946
606	0.06700933779
607	0.0669592632
608	0.066936005
609	0.06690999112
610	0.0668976292
611	0.06687961501
612	0.0668566158
613	0.06683483601
614	0.06678846538
615	0.06675040941
616	0.06672825833
617	0.06670759211
618	0.0666673381
619	0.06666031441
620	0.06665796709
621	0.06663753249
622	0.06659298876
623	0.06658180065
624	0.06654313406
625	0.06653696699
626	0.06650083076
627	0.06647493529
628	0.06643745313
629	0.06642957176
630	0.06641519687
631	0.06637330053
632	0.06635574381
633	0.06632346128
634	0.06630223047
635	0.06627827353
636	0.06624730691
637	0.06620368974
638	0.06616023861
639	0.06611187288
640	0.06610998141
641	0.06607829215
642	0.06603458793
643	0.06602081052
644	0.06601162194
645	0.06592263767
646	0.0658860573
647	0.06584241373
648	0.06580877141
649	0.06578309151
650	0.06574539936
651	0.06571794795
652	0.06568987066
653	0.06567247281
654	0.06563723459
655	0.06561215619
656	0.06559535407
657	0.06549047436
658	0.0654810489
659	0.06548104164
660	0.06548061569
661	0.06546259477
662	0.06543925723
663	0.06541366182
664	0.06540923939
665	0.06537897533
666	0.0653535038
667	0.06532552467
668	0.06528313965
669	0.06526548546
670	0.06525178794
671	0.06522894521
672	0.06521243112
673	0.06517779773
674	0.06514904578
675	0.06510876444
676	0.06507872193
677	0.06506598378
678	0.06503976454
679	0.06501453545
680	0.06498398218
681	0.06495837516
682	0.06494495589
683	0.06491397934
684	0.06489446014
685	0.06486105743
686	0.06481750888
687	0.06478917353
688	0.06474752042
689	0.06473142618
690	0.06469872841
691	0.06468104985
692	0.06465663223
693	0.06463579562
694	0.0646191787
695	0.06459484438
696	0.06455291696
697	0.06453271499
698	0.06449630326
699	0.06449588022
700	0.06447158485
701	0.06443431162
702	0.06442140779
703	0.0643966059
704	0.06437738257
705	0.06436728791
706	0.06435499919
707	0.06432866111
708	0.06432430077
709	0.06429574581
710	0.06427421839
711	0.0642726435
712	0.06424188704
713	0.06418234526
714	0.06417425458
715	0.06409308864
716	0.06406003855
717	0.06401200853
718	0.06399904975
719	0.06399020434
720	0.0639498806
721	0.06391316642
722	0.06390854945
723	0.06388934527
724	0.06386884164
725	0.063823796
726	0.0638129768
727	0.06378654047
728	0.06376967947
729	0.06376295381
730	0.06374750374
731	0.06374496632
732	0.06371387049
733	0.06368992076
734	0.0636734031
735	0.06365553824
736	0.06364042136
737	0.06360674444
738	0.06357721433
739	0.06352575212
740	0.06346070649
741	0.0634197831
742	0.06339057168
743	0.06336728926
744	0.06333358795
745	0.06331145201
746	0.06328872757
747	0.06325536508
748	0.06323357807
749	0.06320781101
750	0.06317536642
751	0.06314835008
752	0.06313369201
753	0.06308563609
754	0.06305851391
755	0.06303834074
756	0.06301948508
757	0.06299685097
758	0.06298425233
759	0.06295713854
760	0.06292749612
761	0.06290710989
762	0.06287584212
763	0.0628485064
764	0.06280671548
765	0.06279226764
766	0.06272194175
767	0.06268706583
768	0.06266711527
769	0.0625654059
770	0.06253584808
771	0.06251671596
772	0.06249115344
773	0.06247216207
774	0.06245587764
775	0.06242958635
776	0.06241883562
777	0.06240380617
778	0.06236658543
779	0.06234954979
780	0.06232139091
781	0.06229058673
782	0.06224878498
783	0.06222964885
784	0.06220729539
785	0.06218928887
786	0.06216983002
787	0.06215454587
788	0.0621228727
789	0.06210295698
790	0.0620809847
791	0.06203104966
792	0.06200711693
793	0.06198493661
794	0.06194193755
795	0.06189666114
796	0.06187526669
797	0.06184395191
798	0.06181698477
799	0.06178864746
800	0.06178249774
801	0.06176495764
802	0.06174894063
803	0.06168660548
804	0.06165321713
805	0.06162353325
806	0.06158865367
807	0.06155375819
808	0.06150729288
809	0.06147795998
810	0.06146377685
811	0.06144473371
812	0.06142191184
813	0.0613976611
814	0.06137846126
815	0.06134319607
816	0.06133021855
817	0.0613169595
818	0.06129191257
819	0.0612542682
820	0.06123869823
821	0.06120556071
822	0.06118158337
823	0.06116422374
824	0.06113951673
825	0.06111407629
826	0.06108315597
827	0.06104127596
828	0.06103093571
829	0.06101519613
830	0.06100330797
831	0.06098947563
832	0.06095140942
833	0.06090622419
834	0.06084590271
835	0.06083431226
836	0.06081289693
837	0.0608039741
838	0.06078814259
839	0.0607620658
840	0.06074016922
841	0.06071228454
842	0.06067290071
843	0.06064110488
844	0.06060624906
845	0.06057880092
846	0.06057601192
847	0.06055364169
848	0.06054229901
849	0.06049990109
850	0.06047868339
851	0.0604551009
852	0.06042306538
853	0.06042161606
854	0.06040850408
855	0.06038725539
856	0.06036554816
857	0.06034917344
858	0.06032979509
859	0.06030779151
860	0.06029428469
861	0.06026675721
862	0.06025418064
863	0.06022829236
864	0.0601990786
865	0.06016631414
866	0.06013918161
867	0.06011170404
868	0.06010780534
869	0.060083744
870	0.06007241289
871	0.06006094545
872	0.06003138406
873	0.06001142862
874	0.05999218218
875	0.05997537752
876	0.05994935437
877	0.05991785248
878	0.05988674204
879	0.05987801171
880	0.05984875349
881	0.05982854889
882	0.0597963787
883	0.05976701187
884	0.0597427299
885	0.05973145323
886	0.05972159512
887	0.05970127554
888	0.05968264297
889	0.05964018828
890	0.05962928216
891	0.05962417889
892	0.05960014201
893	0.05958946831
894	0.05957461043
895	0.05956214485
896	0.05955876842
897	0.05950824033
898	0.05948583073
899	0.05947690318
900	0.0594756019
901	0.05945918792
902	0.05945190928
903	0.05943647594
904	0.05940398989
905	0.05939941855
906	0.05938377211
907	0.05935567348
908	0.05933282943
909	0.05931122975
910	0.059271616
911	0.05923867066
912	0.05921156569
913	0.0591792804
914	0.0591507008
915	0.05912855926
916	0.05909538488
917	0.05907667946
918	0.05902733291
919	0.05898622517
920	0.05894602028
921	0.05892579742
922	0.05889876604
923	0.05885500026
924	0.05878473353
925	0.05877639805
926	0.05875717163
927	0.05874103424
928	0.05871271404
929	0.05869105708
930	0.05865061551
931	0.05862413917
932	0.05858995417
933	0.05856872637
934	0.05854438175
935	0.05851359771
936	0.05849045927
937	0.0584527971
938	0.05843231208
939	0.05839712404
940	0.05838304048
941	0.05836836946
942	0.05834263954
943	0.05831319662
944	0.05828772916
945	0.05826913114
946	0.05826796197
947	0.05824305941
948	0.05822004594
949	0.05820142078
950	0.05817716764
951	0.05815656197
952	0.05814067535
953	0.05811260609
954	0.05809839748
955	0.05808646037
956	0.05806845061
957	0.05804408927
958	0.05803527374
959	0.05801931827
960	0.05798701373
961	0.05796221425
962	0.05793210716
963	0.05790751584
964	0.05787787443
965	0.05786943115
966	0.05783556181
967	0.05782976806
968	0.0578285269
969	0.05781849001
970	0.057796544
971	0.05777175287
972	0.0577532761
973	0.05771547219
974	0.05769969428
975	0.05767794911
976	0.05767338682
977	0.05766457043
978	0.05763575147
979	0.0576085719
980	0.05759969466
981	0.05758458547
982	0.05757919354
983	0.05757305314
984	0.05755522639
985	0.05752207114
986	0.05749849289
987	0.05748050206
988	0.05745162732
989	0.0574325011
990	0.05741205867
991	0.05737969613
992	0.05736120735
993	0.05732740885
994	0.05729179254
995	0.05727543134
996	0.05725527098
997	0.05722776046
998	0.05719054942
999	0.05717220025
